,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,clusters
14462,United States of America,Garner,62,Moderate,2,Good,31,Good,5,Good,62,Moderate,0
14463,Iran (Islamic Republic of),Javanrud,84,Moderate,1,Good,46,Good,0,Good,84,Moderate,0
14464,India,Jawhar,142,Unhealthy for Sensitive Groups,1,Good,27,Good,0,Good,142,Unhealthy for Sensitive Groups,2
14465,India,Jaysingpur,90,Moderate,0,Good,24,Good,0,Good,90,Moderate,0
14466,Belgium,Jodoigne,37,Good,1,Good,30,Good,3,Good,37,Good,0
14467,Finland,Joensuu,37,Good,1,Good,37,Good,0,Good,26,Good,0
14468,India,Joshimath,70,Moderate,1,Good,44,Good,0,Good,70,Moderate,0
14469,India,Joura,174,Unhealthy,1,Good,45,Good,0,Good,174,Unhealthy,2
14470,Democratic Republic of the Congo,Kabare,55,Moderate,2,Good,24,Good,0,Good,55,Moderate,0
14471,Ghana,Kade,84,Moderate,1,Good,18,Good,1,Good,84,Moderate,0
14472,Germany,Hilchenbach,34,Good,1,Good,34,Good,1,Good,27,Good,0
14473,Japan,Hitachi,44,Good,1,Good,44,Good,0,Good,34,Good,0
14474,United Kingdom of Great Britain and Northern Ireland,Hoddesdon,29,Good,0,Good,27,Good,2,Good,29,Good,0
14475,Czechia,Hodonin,43,Good,1,Good,31,Good,1,Good,43,Good,0
14476,United States of America,Howard,49,Good,1,Good,19,Good,8,Good,49,Good,0
14477,Germany,Hunfeld,33,Good,1,Good,33,Good,2,Good,33,Good,0
14478,Germany,Idstein,34,Good,1,Good,34,Good,2,Good,31,Good,0
14479,Nigeria,Ikire,101,Unhealthy for Sensitive Groups,4,Good,20,Good,3,Good,101,Unhealthy for Sensitive Groups,0
14480,United Republic of Tanzania,Ilembula,18,Good,0,Good,18,Good,0,Good,18,Good,0
14481,South Africa,Danielskuil,29,Good,0,Good,21,Good,0,Good,29,Good,0
14482,Uzbekistan,Denau,82,Moderate,1,Good,53,Moderate,0,Good,82,Moderate,0
14483,Australia,Devonport,32,Good,0,Good,27,Good,0,Good,32,Good,0
14484,India,Dhuri,500,Hazardous,1,Good,50,Good,1,Good,471,Hazardous,1
14485,Viet Nam,Dien Bien,21,Good,0,Good,21,Good,0,Good,20,Good,0
14486,Pakistan,Dinga,196,Unhealthy,2,Good,164,Unhealthy,1,Good,196,Unhealthy,2
14487,Guatemala,Dolores,27,Good,1,Good,11,Good,0,Good,27,Good,0
14488,Mexico,Gustavo Diaz Ordaz,76,Moderate,2,Good,19,Good,3,Good,76,Moderate,0
14489,India,Guwahati,147,Unhealthy for Sensitive Groups,2,Good,46,Good,1,Good,147,Unhealthy for Sensitive Groups,2
14490,China,Haizhou,171,Unhealthy,4,Good,171,Unhealthy,3,Good,132,Unhealthy for Sensitive Groups,2
14491,India,Hasanpur,500,Hazardous,1,Good,55,Moderate,1,Good,500,Hazardous,1
14492,Turkey,Hayrabolu,42,Good,1,Good,42,Good,1,Good,23,Good,0
14493,Uzbekistan,Hazorasp,147,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,147,Unhealthy for Sensitive Groups,2
14494,France,Hem,38,Good,1,Good,23,Good,3,Good,38,Good,0
14495,China,Hengshui,188,Unhealthy,3,Good,188,Unhealthy,4,Good,141,Unhealthy for Sensitive Groups,2
14496,France,Herouville Saint Clair,40,Good,1,Good,28,Good,3,Good,40,Good,0
14497,Poland,Minsk Mazowiecki,46,Good,1,Good,33,Good,1,Good,46,Good,0
14498,Japan,Miyako,35,Good,1,Good,35,Good,0,Good,22,Good,0
14499,Brazil,Mocajuba,38,Good,1,Good,3,Good,0,Good,38,Good,0
14500,Germany,Moglingen,32,Good,0,Good,32,Good,1,Good,26,Good,0
14501,Afghanistan,Kusk,198,Unhealthy,1,Good,35,Good,0,Good,198,Unhealthy,2
14502,Mexico,La Cruz,35,Good,1,Good,14,Good,1,Good,35,Good,0
14503,El Salvador,La Libertad,71,Moderate,2,Good,19,Good,5,Good,71,Moderate,0
14504,Nigeria,Ipoti,76,Moderate,2,Good,24,Good,1,Good,76,Moderate,0
14505,Brazil,Itabaianinha,35,Good,1,Good,7,Good,2,Good,35,Good,0
14506,Brazil,Itacarambi,21,Good,0,Good,7,Good,1,Good,21,Good,0
14507,Brazil,Itapuranga,38,Good,1,Good,12,Good,2,Good,38,Good,0
14508,Italy,Enna,46,Good,1,Good,43,Good,0,Good,46,Good,0
14509,Sweden,Eskilstuna,38,Good,0,Good,38,Good,0,Good,32,Good,0
14510,France,Faaa,29,Good,0,Good,29,Good,0,Good,15,Good,0
14511,Sweden,Fagersta,35,Good,0,Good,35,Good,0,Good,26,Good,0
14512,United States of America,Faribault,34,Good,1,Good,30,Good,5,Good,34,Good,0
14513,Romania,Flamanzi,68,Moderate,1,Good,45,Good,0,Good,68,Moderate,0
14514,France,Fontenay Aux Roses,50,Good,1,Good,20,Good,5,Good,50,Good,0
14515,United States of America,Foothill Farms,51,Moderate,1,Good,26,Good,8,Good,51,Moderate,0
14516,United Kingdom of Great Britain and Northern Ireland,Formby,66,Moderate,0,Good,33,Good,0,Good,66,Moderate,0
14517,Brazil,Formosa Do Rio Preto,16,Good,0,Good,8,Good,0,Good,16,Good,0
14518,United States of America,Fort Carson,62,Moderate,1,Good,15,Good,9,Good,62,Moderate,0
14519,India,Machilipatnam,134,Unhealthy for Sensitive Groups,1,Good,41,Good,1,Good,134,Unhealthy for Sensitive Groups,2
14520,France,Dreux,39,Good,1,Good,18,Good,3,Good,39,Good,0
14521,Germany,Drolshagen,35,Good,1,Good,35,Good,1,Good,27,Good,0
14522,Mexico,Dzitbalche,43,Good,1,Good,22,Good,0,Good,43,Good,0
14523,Mexico,Eagle Pass,45,Good,1,Good,21,Good,3,Good,45,Good,0
14524,United States of America,Easley,69,Moderate,2,Good,22,Good,10,Good,69,Moderate,0
14525,United States of America,East Massapequa,81,Moderate,2,Good,41,Good,11,Good,81,Moderate,0
14526,Nigeria,Effium,121,Unhealthy for Sensitive Groups,4,Good,26,Good,2,Good,121,Unhealthy for Sensitive Groups,2
14527,Russian Federation,Elektrougli,43,Good,1,Good,29,Good,4,Good,43,Good,0
14528,United States of America,Elizabeth City,59,Moderate,1,Good,43,Good,2,Good,59,Moderate,0
14529,United States of America,Elizabeth,61,Moderate,1,Good,43,Good,6,Good,61,Moderate,0
14530,Greece,Ellinikon,70,Moderate,1,Good,41,Good,4,Good,70,Moderate,0
14531,United States of America,Olympia Heights,91,Moderate,2,Good,7,Good,16,Good,91,Moderate,0
14532,Japan,Omigawa,42,Good,1,Good,42,Good,1,Good,35,Good,0
14533,United States of America,Opelousas,49,Good,1,Good,12,Good,7,Good,49,Good,0
14534,Turkey,Ordu,32,Good,1,Good,32,Good,0,Good,24,Good,0
14535,Republic of North Macedonia,Oslomej,45,Good,1,Good,40,Good,0,Good,45,Good,0
14536,Russian Federation,Ostashkov,31,Good,0,Good,31,Good,0,Good,20,Good,0
14537,Ukraine,Ostroh,64,Moderate,1,Good,32,Good,0,Good,64,Moderate,0
14538,Japan,Otawara,44,Good,1,Good,44,Good,1,Good,32,Good,0
14539,Italy,Ottaviano,46,Good,1,Good,46,Good,2,Good,18,Good,0
14540,United States of America,Ottawa,69,Moderate,1,Good,32,Good,5,Good,69,Moderate,0
14541,United States of America,Owensboro,72,Moderate,2,Good,24,Good,13,Good,72,Moderate,0
14542,Thailand,Pa Daet,28,Good,0,Good,26,Good,0,Good,28,Good,0
14543,Hungary,Paks,51,Moderate,1,Good,28,Good,2,Good,51,Moderate,0
14544,Chile,Panguipulli,14,Good,0,Good,14,Good,1,Good,14,Good,0
14545,Thailand,Pathum Thani,63,Moderate,1,Good,26,Good,1,Good,63,Moderate,0
14546,India,Patiala,500,Hazardous,1,Good,64,Moderate,1,Good,460,Hazardous,1
14547,India,Pavagada,73,Moderate,0,Good,27,Good,0,Good,73,Moderate,0
14548,India,Phalauda,500,Hazardous,1,Good,48,Good,1,Good,500,Hazardous,1
14549,United Republic of Tanzania,Liuli,17,Good,0,Good,17,Good,0,Good,14,Good,0
14550,Spain,Lloret De Mar,64,Moderate,1,Good,46,Good,1,Good,64,Moderate,0
14551,Belgium,Lochristi,39,Good,1,Good,31,Good,3,Good,39,Good,0
14552,Germany,Lohfelden,54,Moderate,1,Good,35,Good,2,Good,54,Moderate,0
14553,United States of America,Long Branch,76,Moderate,2,Good,32,Good,13,Good,76,Moderate,0
14554,Brazil,Louveira,122,Unhealthy for Sensitive Groups,3,Good,5,Good,11,Good,122,Unhealthy for Sensitive Groups,2
14555,Germany,Ludwigsfelde,51,Moderate,1,Good,34,Good,2,Good,51,Moderate,0
14556,Philippines,Lupao,73,Moderate,1,Good,23,Good,2,Good,73,Moderate,0
14557,United Republic of Tanzania,Mabamba,34,Good,2,Good,15,Good,0,Good,34,Good,0
14558,Niger,Madaoua,44,Good,2,Good,26,Good,1,Good,44,Good,0
14559,India,Maddur,43,Good,0,Good,23,Good,0,Good,43,Good,0
14560,Germany,Mainz,62,Moderate,1,Good,42,Good,2,Good,62,Moderate,0
14561,Nigeria,Makurdi,84,Moderate,3,Good,29,Good,1,Good,84,Moderate,0
14562,India,Mallur,57,Moderate,1,Good,29,Good,1,Good,57,Moderate,0
14563,India,Manali,120,Unhealthy for Sensitive Groups,2,Good,25,Good,3,Good,120,Unhealthy for Sensitive Groups,2
14564,India,Manavalakurichi,55,Moderate,0,Good,23,Good,0,Good,55,Moderate,0
14565,Pakistan,Mandi Bahauddin,156,Unhealthy,2,Good,117,Unhealthy for Sensitive Groups,0,Good,156,Unhealthy,2
14566,India,Mannarakkat,66,Moderate,1,Good,22,Good,1,Good,66,Moderate,0
14567,United States of America,Mansfield,74,Moderate,2,Good,11,Good,23,Good,74,Moderate,0
14568,Armenia,Martuni,43,Good,0,Good,33,Good,0,Good,43,Good,0
14569,Japan,Maruko,31,Good,1,Good,31,Good,1,Good,9,Good,0
14570,Italy,Mascali,61,Moderate,1,Good,33,Good,2,Good,61,Moderate,0
14571,Spain,Mataro,67,Moderate,1,Good,33,Good,8,Good,67,Moderate,0
14572,Venezuela (Bolivarian Republic of),Maturin,56,Moderate,1,Good,15,Good,0,Good,56,Moderate,0
14573,Senegal,Mbacke,157,Unhealthy,2,Good,12,Good,3,Good,157,Unhealthy,2
14574,Germany,Meerane,69,Moderate,1,Good,38,Good,1,Good,69,Moderate,0
14575,Indonesia,Mentok,50,Good,1,Good,30,Good,0,Good,50,Good,0
14576,United States of America,Merrillville,36,Good,1,Good,36,Good,5,Good,24,Good,0
14577,Romania,Oltenita,41,Good,1,Good,38,Good,1,Good,41,Good,0
14578,United States of America,Oneida,41,Good,1,Good,20,Good,4,Good,41,Good,0
14579,Ukraine,Orikhiv,42,Good,1,Good,42,Good,0,Good,40,Good,0
14580,Turkey,Ortakoy,50,Good,1,Good,35,Good,0,Good,50,Good,0
14581,Germany,Osterhofen,54,Moderate,1,Good,47,Good,2,Good,54,Moderate,0
14582,United States of America,Overland,52,Moderate,1,Good,41,Good,4,Good,52,Moderate,0
14583,Portugal,Palmela,36,Good,1,Good,36,Good,3,Good,16,Good,0
14584,Russian Federation,Pangody,33,Good,1,Good,24,Good,0,Good,33,Good,0
14585,Guatemala,Panzos,68,Moderate,2,Good,5,Good,4,Good,68,Moderate,0
14586,Brazil,Paracatu,26,Good,1,Good,8,Good,1,Good,26,Good,0
14587,Indonesia,Parakan,99,Moderate,2,Good,57,Moderate,1,Good,99,Moderate,0
14588,Malaysia,Parit Raja,89,Moderate,1,Good,39,Good,0,Good,89,Moderate,0
14589,Malaysia,Pasir Mas,65,Moderate,2,Good,36,Good,0,Good,65,Moderate,0
14590,Brazil,Pedro Juan Caballero,18,Good,1,Good,12,Good,0,Good,18,Good,0
14591,Germany,Perleberg,34,Good,0,Good,34,Good,1,Good,22,Good,0
14592,United States of America,North Providence,67,Moderate,2,Good,20,Good,16,Good,67,Moderate,0
14593,United Kingdom of Great Britain and Northern Ireland,Northallerton,55,Moderate,1,Good,12,Good,11,Good,55,Moderate,0
14594,Germany,Nottuln,34,Good,0,Good,34,Good,1,Good,26,Good,0
14595,Republic of North Macedonia,Novo Selo,64,Moderate,1,Good,38,Good,0,Good,64,Moderate,0
14596,Guatemala,Nueva Concepcion,95,Moderate,3,Good,14,Good,10,Good,95,Moderate,0
14597,Russian Federation,Nyazepetrovsk,30,Good,1,Good,30,Good,0,Good,26,Good,0
14598,United States of America,Oak Harbor,33,Good,1,Good,30,Good,5,Good,33,Good,0
14599,Namibia,Okahandja,51,Moderate,1,Good,24,Good,0,Good,51,Moderate,0
14600,United States of America,Moorpark,59,Moderate,2,Good,27,Good,15,Good,59,Moderate,0
14601,Portugal,Moscavide,40,Good,1,Good,40,Good,3,Good,16,Good,0
14602,United States of America,Mountain Brook,73,Moderate,1,Good,33,Good,6,Good,73,Moderate,0
14603,India,Muzhappilangad,73,Moderate,0,Good,23,Good,0,Good,73,Moderate,0
14604,Hungary,Nagykanizsa,65,Moderate,1,Good,33,Good,2,Good,65,Moderate,0
14605,India,Nalagarh,127,Unhealthy for Sensitive Groups,2,Good,127,Unhealthy for Sensitive Groups,1,Good,124,Unhealthy for Sensitive Groups,2
14606,India,Namakkal,54,Moderate,1,Good,28,Good,0,Good,54,Moderate,0
14607,China,Nanchong,163,Unhealthy,6,Good,47,Good,20,Good,163,Unhealthy,2
14608,India,Nandura,150,Unhealthy,0,Good,31,Good,0,Good,150,Unhealthy,2
14609,Germany,Morlenbach,56,Moderate,1,Good,43,Good,2,Good,56,Moderate,0
14610,India,Narnaund,152,Unhealthy,2,Good,134,Unhealthy for Sensitive Groups,1,Good,152,Unhealthy,2
14611,India,Nathdwara,196,Unhealthy,1,Good,33,Good,0,Good,196,Unhealthy,2
14612,Iran (Islamic Republic of),Neka,137,Unhealthy for Sensitive Groups,1,Good,49,Good,1,Good,137,Unhealthy for Sensitive Groups,2
14613,Germany,Neumunster,34,Good,0,Good,34,Good,0,Good,15,Good,0
14614,United States of America,Newington,83,Moderate,3,Good,7,Good,31,Good,83,Moderate,0
14615,Indonesia,Ngemplak,63,Moderate,1,Good,35,Good,0,Good,63,Moderate,0
14616,Japan,Nikko,32,Good,1,Good,32,Good,1,Good,12,Good,0
14617,Philippines,Midsayap,54,Moderate,1,Good,25,Good,0,Good,54,Moderate,0
14618,Poland,Miedzyrzecz,72,Moderate,1,Good,36,Good,1,Good,72,Moderate,0
14619,Japan,Mikuni,51,Moderate,1,Good,51,Moderate,1,Good,34,Good,0
14620,United States of America,Millburn,103,Unhealthy for Sensitive Groups,3,Good,12,Good,27,Good,103,Unhealthy for Sensitive Groups,0
14621,United States of America,Milwaukee,49,Good,1,Good,29,Good,9,Good,49,Good,0
14622,Iran (Islamic Republic of),Minab,154,Unhealthy,1,Good,117,Unhealthy for Sensitive Groups,0,Good,154,Unhealthy,2
14623,Russian Federation,Altayskoye,34,Good,1,Good,34,Good,0,Good,18,Good,0
14624,Cuba,Amancio,51,Moderate,1,Good,23,Good,1,Good,51,Moderate,0
14625,Indonesia,Ambarawa,86,Moderate,2,Good,53,Moderate,1,Good,86,Moderate,0
14626,Portugal,Amora,31,Good,1,Good,31,Good,5,Good,28,Good,0
14627,Brazil,Amparo,53,Moderate,1,Good,6,Good,4,Good,53,Moderate,0
14628,Italy,Aprilia,90,Moderate,1,Good,46,Good,0,Good,90,Moderate,0
14629,Brazil,Aracoiaba,31,Good,0,Good,11,Good,1,Good,31,Good,0
14630,Brazil,Aracuai,32,Good,1,Good,4,Good,2,Good,32,Good,0
14631,Italy,Aragona,66,Moderate,1,Good,46,Good,0,Good,66,Moderate,0
14632,Armenia,Abovyan,56,Moderate,1,Good,40,Good,0,Good,56,Moderate,0
14633,Cuba,Abreus,112,Unhealthy for Sensitive Groups,1,Good,21,Good,3,Good,112,Unhealthy for Sensitive Groups,2
14634,Côte d'Ivoire,Affery,50,Good,1,Good,16,Good,0,Good,50,Good,0
14635,Pakistan,Ahmadpur East,196,Unhealthy,2,Good,117,Unhealthy for Sensitive Groups,0,Good,196,Unhealthy,2
14636,Iceland,Akureyri,23,Good,1,Good,23,Good,0,Good,12,Good,0
14637,Russian Federation,Aleksandrovsk,36,Good,1,Good,33,Good,0,Good,36,Good,0
14638,Spain,Alfafar,35,Good,1,Good,29,Good,4,Good,35,Good,0
14639,United States of America,Allen,53,Moderate,1,Good,30,Good,5,Good,53,Moderate,0
14640,Nigeria,Bama,87,Moderate,2,Good,29,Good,0,Good,87,Moderate,0
14641,India,Bansdih,154,Unhealthy,3,Good,91,Moderate,2,Good,154,Unhealthy,2
14642,United States of America,Baraboo,41,Good,1,Good,26,Good,4,Good,41,Good,0
14643,India,Barauli,114,Unhealthy for Sensitive Groups,3,Good,67,Moderate,2,Good,114,Unhealthy for Sensitive Groups,2
14644,India,Barmer,328,Hazardous,0,Good,29,Good,0,Good,246,Very Unhealthy,1
14645,Germany,Bautzen,73,Moderate,1,Good,40,Good,2,Good,73,Moderate,0
14646,United States of America,Baytown,78,Moderate,2,Good,15,Good,8,Good,78,Moderate,0
14647,United States of America,Bellmawr,52,Moderate,1,Good,29,Good,9,Good,52,Moderate,0
14648,Somalia,Bereda,101,Unhealthy for Sensitive Groups,1,Good,24,Good,0,Good,101,Unhealthy for Sensitive Groups,0
14649,India,Bhawanipatna,159,Unhealthy,2,Good,66,Moderate,0,Good,159,Unhealthy,2
14650,India,Bhongaon,166,Unhealthy,4,Good,156,Unhealthy,1,Good,166,Unhealthy,2
14651,Spain,Arnedo,62,Moderate,1,Good,19,Good,2,Good,62,Moderate,0
14652,Spain,Arucas,25,Good,0,Good,25,Good,0,Good,8,Good,0
14653,Costa Rica,Aserri,61,Moderate,1,Good,9,Good,8,Good,61,Moderate,0
14654,Germany,Attendorn,69,Moderate,1,Good,36,Good,4,Good,69,Moderate,0
14655,Spain,Avila,45,Good,1,Good,22,Good,2,Good,45,Good,0
14656,Guatemala,Ayutla,86,Moderate,3,Good,20,Good,7,Good,86,Moderate,0
14657,Germany,Bad Pyrmont,65,Moderate,1,Good,40,Good,5,Good,65,Moderate,0
14658,United States of America,Brookline,48,Good,1,Good,28,Good,8,Good,48,Good,0
14659,India,Byadgi,25,Good,1,Good,25,Good,1,Good,19,Good,0
14660,Brazil,Caetite,25,Good,0,Good,7,Good,1,Good,25,Good,0
14661,Spain,Calafell,43,Good,1,Good,43,Good,1,Good,35,Good,0
14662,Spain,Camas,27,Good,0,Good,27,Good,1,Good,17,Good,0
14663,Italy,Canicatti,59,Moderate,1,Good,45,Good,0,Good,59,Moderate,0
14664,Colombia,Carmen De Viboral,73,Moderate,3,Good,9,Good,6,Good,73,Moderate,0
14665,Italy,Casalecchio Di Reno,64,Moderate,1,Good,42,Good,2,Good,64,Moderate,0
14666,Iran (Islamic Republic of),Chabahar,150,Unhealthy,2,Good,83,Moderate,0,Good,150,Unhealthy,2
14667,China,Changli,116,Unhealthy for Sensitive Groups,3,Good,116,Unhealthy for Sensitive Groups,2,Good,92,Moderate,2
14668,India,Charkhari,161,Unhealthy,3,Good,159,Unhealthy,0,Good,161,Unhealthy,2
14669,United States of America,Cherry Hill,52,Moderate,1,Good,29,Good,9,Good,52,Moderate,0
14670,India,Chikhli,102,Unhealthy for Sensitive Groups,1,Good,37,Good,0,Good,102,Unhealthy for Sensitive Groups,0
14671,Indonesia,Cibadak,181,Unhealthy,4,Good,181,Unhealthy,3,Good,157,Unhealthy,2
14672,Italy,Citta Di Castello,92,Moderate,1,Good,37,Good,2,Good,92,Moderate,0
14673,Italy,Bisceglie,45,Good,1,Good,45,Good,1,Good,23,Good,0
14674,India,Bithur,172,Unhealthy,4,Good,157,Unhealthy,1,Good,172,Unhealthy,2
14675,Turkey,Bitlis,46,Good,0,Good,46,Good,0,Good,41,Good,0
14676,Germany,Blumberg,56,Moderate,1,Good,41,Good,1,Good,56,Moderate,0
14677,India,Bokajan,59,Moderate,2,Good,29,Good,0,Good,59,Moderate,0
14678,United Kingdom of Great Britain and Northern Ireland,Borehamwood,34,Good,1,Good,34,Good,4,Good,19,Good,0
14679,Bulgaria,Botevgrad,86,Moderate,1,Good,46,Good,1,Good,86,Moderate,0
14680,Czechia,Breclav,78,Moderate,1,Good,39,Good,1,Good,78,Moderate,0
14681,United Kingdom of Great Britain and Northern Ireland,Bridgwater,56,Moderate,1,Good,20,Good,7,Good,56,Moderate,0
14682,Italy,Collegno,58,Moderate,1,Good,35,Good,3,Good,58,Moderate,0
14683,Venezuela (Bolivarian Republic of),Coro,151,Unhealthy,1,Good,22,Good,0,Good,151,Unhealthy,2
14684,Brazil,Coruripe,24,Good,0,Good,16,Good,0,Good,24,Good,0
14685,Germany,Cottbus,70,Moderate,1,Good,29,Good,4,Good,70,Moderate,0
14686,United Kingdom of Great Britain and Northern Ireland,Crewe,32,Good,1,Good,32,Good,4,Good,21,Good,0
14687,Brazil,Crixas,37,Good,1,Good,8,Good,0,Good,37,Good,0
14688,United Kingdom of Great Britain and Northern Ireland,Crosby,34,Good,1,Good,34,Good,3,Good,21,Good,0
14689,Guatemala,Cuilapa,86,Moderate,2,Good,4,Good,8,Good,86,Moderate,0
14690,Japan,Daito,31,Good,1,Good,31,Good,3,Good,23,Good,0
14691,Indonesia,Adiwerna,92,Moderate,2,Good,49,Good,1,Good,92,Moderate,0
14692,Mexico,Ajoloapan,117,Unhealthy for Sensitive Groups,1,Good,17,Good,4,Good,117,Unhealthy for Sensitive Groups,2
14693,Bulgaria,Ajtos,45,Good,1,Good,45,Good,0,Good,39,Good,0
14694,Nigeria,Aku,144,Unhealthy for Sensitive Groups,8,Good,19,Good,5,Good,144,Unhealthy for Sensitive Groups,2
14695,Philippines,Alaminos,42,Good,0,Good,25,Good,1,Good,42,Good,0
14696,Romania,Alba Iulia,62,Moderate,1,Good,35,Good,0,Good,62,Moderate,0
14697,Germany,Alfeld,37,Good,1,Good,37,Good,1,Good,36,Good,0
14698,Ukraine,Yavoriv,76,Moderate,1,Good,44,Good,0,Good,76,Moderate,0
14699,Nigeria,Yola,71,Moderate,2,Good,35,Good,0,Good,71,Moderate,0
14700,Peru,Yunguyo,51,Moderate,0,Good,16,Good,0,Good,51,Moderate,0
14701,Guatemala,Zacapa,59,Moderate,1,Good,15,Good,1,Good,59,Moderate,0
14702,Belgium,Zandhoven,47,Good,1,Good,38,Good,1,Good,47,Good,0
14703,Germany,Zeitz,53,Moderate,1,Good,48,Good,0,Good,53,Moderate,0
14704,Russian Federation,Zeya,78,Moderate,3,Good,34,Good,0,Good,78,Moderate,0
14705,Kazakhstan,Zharkent,72,Moderate,1,Good,30,Good,0,Good,72,Moderate,0
14706,China,Zhongshu,96,Moderate,3,Good,12,Good,9,Good,96,Moderate,0
14707,Russian Federation,Zhukovskiy,46,Good,1,Good,31,Good,9,Good,46,Good,0
14708,Bosnia and Herzegovina,Zivinice,63,Moderate,1,Good,49,Good,0,Good,63,Moderate,0
14709,Ukraine,Zolotonosha,52,Moderate,1,Good,46,Good,0,Good,52,Moderate,0
14710,Kazakhstan,Zyryanovsk,24,Good,1,Good,16,Good,1,Good,24,Good,0
14711,Ecuador,Bahia De Caraquez,21,Good,1,Good,19,Good,0,Good,21,Good,0
14712,Romania,Baia Mare,58,Moderate,1,Good,37,Good,0,Good,58,Moderate,0
14713,India,Bail Hongal,58,Moderate,0,Good,23,Good,0,Good,58,Moderate,0
14714,Cuba,Baragua,39,Good,0,Good,20,Good,1,Good,39,Good,0
14715,India,Baraut,163,Unhealthy,3,Good,161,Unhealthy,3,Good,163,Unhealthy,2
14716,Brazil,Barretos,32,Good,1,Good,13,Good,1,Good,32,Good,0
14717,United States of America,Bartlett,65,Moderate,1,Good,30,Good,5,Good,65,Moderate,0
14718,India,Basugaon,42,Good,2,Good,39,Good,0,Good,42,Good,0
14719,Cuba,Batabano,51,Moderate,0,Good,21,Good,1,Good,51,Moderate,0
14720,Brazil,Bebedouro,37,Good,1,Good,12,Good,1,Good,37,Good,0
14721,Chad,Benoy,68,Moderate,2,Good,13,Good,0,Good,68,Moderate,0
14722,United States of America,Bensenville,52,Moderate,2,Good,31,Good,10,Good,52,Moderate,0
14723,Malaysia,Bentong,89,Moderate,1,Good,42,Good,0,Good,89,Moderate,0
14724,Japan,Beppu,37,Good,1,Good,37,Good,1,Good,16,Good,0
14725,India,Bhalki,78,Moderate,0,Good,28,Good,0,Good,78,Moderate,0
14726,Brazil,Boa Esperanca Do Sul,51,Moderate,1,Good,12,Good,1,Good,51,Moderate,0
14727,Nicaragua,Boaco,60,Moderate,1,Good,15,Good,1,Good,60,Moderate,0
14728,Spain,Boiro,34,Good,1,Good,34,Good,2,Good,18,Good,0
14729,Romania,Campulung Moldovenesc,37,Good,1,Good,37,Good,0,Good,34,Good,0
14730,Turkey,Canakkale,49,Good,1,Good,46,Good,0,Good,49,Good,0
14731,United States of America,Cape Girardeau,52,Moderate,1,Good,41,Good,4,Good,52,Moderate,0
14732,United Kingdom of Great Britain and Northern Ireland,Carmarthen,60,Moderate,1,Good,15,Good,8,Good,60,Moderate,0
14733,Spain,Ceuta,44,Good,1,Good,33,Good,3,Good,44,Good,0
14734,Philippines,Buluan,38,Good,0,Good,20,Good,0,Good,38,Good,0
14735,Brazil,Buritama,38,Good,1,Good,11,Good,1,Good,38,Good,0
14736,Brazil,Buritizeiro,20,Good,1,Good,14,Good,0,Good,20,Good,0
14737,Italy,Busca,131,Unhealthy for Sensitive Groups,1,Good,28,Good,2,Good,131,Unhealthy for Sensitive Groups,2
14738,Brazil,Cacador,59,Moderate,1,Good,17,Good,0,Good,59,Moderate,0
14739,Peru,Cajamarca,44,Good,1,Good,3,Good,2,Good,44,Good,0
14740,United States of America,Athens,69,Moderate,2,Good,36,Good,6,Good,69,Moderate,0
14741,Brazil,Atibaia,150,Unhealthy,4,Good,5,Good,12,Good,150,Unhealthy,2
14742,Mexico,Atlacomulco,83,Moderate,1,Good,21,Good,3,Good,83,Moderate,0
14743,France,Aulnay Sous Bois,68,Moderate,1,Good,21,Good,5,Good,68,Moderate,0
14744,Germany,Bad Camberg,68,Moderate,1,Good,35,Good,3,Good,68,Moderate,0
14745,Spain,Badajoz,37,Good,1,Good,37,Good,1,Good,10,Good,0
14746,Cameroon,Bafia,77,Moderate,3,Good,16,Good,0,Good,77,Moderate,0
14747,Spain,Tafalla,38,Good,1,Good,38,Good,0,Good,9,Good,0
14748,Egypt,Talkha,78,Moderate,1,Good,78,Moderate,2,Good,64,Moderate,0
14749,India,Talwara,158,Unhealthy,4,Good,35,Good,9,Good,158,Unhealthy,2
14750,Hungary,Tapolca,64,Moderate,1,Good,64,Moderate,0,Good,56,Moderate,0
14751,Philippines,Tarlac,154,Unhealthy,2,Good,25,Good,7,Good,154,Unhealthy,2
14752,Poland,Tarnobrzeg,54,Moderate,1,Good,45,Good,0,Good,54,Moderate,0
14753,Argentina,Tartagal,18,Good,0,Good,18,Good,0,Good,5,Good,0
14754,Brazil,Taubate,50,Good,1,Good,22,Good,0,Good,50,Good,0
14755,United Republic of Tanzania,Uyovu,26,Good,1,Good,23,Good,0,Good,26,Good,0
14756,Russian Federation,Vasilyevo,38,Good,1,Good,36,Good,1,Good,38,Good,0
14757,Romania,Vatra Dornei,47,Good,0,Good,40,Good,0,Good,47,Good,0
14758,Brazil,Vera Cruz,25,Good,0,Good,20,Good,0,Good,25,Good,0
14759,Russian Federation,Verkhnyaya Pyshma,41,Good,1,Good,41,Good,2,Good,22,Good,0
14760,Thailand,Surin,85,Moderate,2,Good,18,Good,4,Good,85,Moderate,0
14761,Libya,Surman,83,Moderate,1,Good,49,Good,2,Good,83,Moderate,0
